Number,num,Title,smiles,ho,lu,fermi,gap,molecular_weight,nonh_atoms,logp,saturation,aromatic,double_or_triple_bond,small_rings,only_CH,heteroatoms,has_O,O_single,O_single_aromatic_carbon,O_double,carbonyl,acrolein,has_N,amine,N_single_aromatic_carbon,aromatic_n,cyano,nitro,nitroso,has_N=O,acrylonitrile
312-H3,216,oCyanoBiphAni,N#CC1=CC(C2=CC=CC=C2)=CC=C1N,-6.035,-1.584,-3.8095,4.4510000000000005,194.08,15,2.81,False,True,7,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True
312-H4,217,pCyanoBiphAni,N#CC1=CC=C(C2=CC=C(N)C=C2)C=C1,-5.937,-1.799,-3.8680000000000003,4.138,194.08,15,2.81,False,True,7,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True
312-H5,218,oNitroBiphPhenol,O=[N+]([O-])C1=CC(C2=CC=CC=C2)=CC=C1O,-6.561,-3.085,-4.823,3.476,215.06,16,2.97,False,True,7,False,False,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False
312-H6,219,pNitroBiphPhenol,O=[N+]([O-])C1=CC=C(C2=CC=C(O)C=C2)C=C1,-6.495,-2.756,-4.6255,3.7390000000000003,215.06,16,2.97,False,True,7,False,False,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False
312-H7,220,oCynaoBiphPhenol,N#CC1=CC(C2=CC=CC=C2)=CC=C1O,-6.491,-1.837,-4.164,4.654,195.07,15,2.93,False,True,7,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True
312-H8,221,pCynaoBiphPhenol,N#CC1=CC=C(C2=CC=C(O)C=C2)C=C1,-6.382,-1.936,-4.159,4.446,195.07,15,2.93,False,True,7,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True
312-H9,222,pBiphAni,NC1=CC=C(C2=CC=CC=C2)C=C1,-5.542,-0.791,-3.1665,4.7509999999999994,169.09,13,2.94,False,True,6,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
312-I1,223,AminoNaph,NC1=CC=CC2=C1C=CC=C2,-5.484,-1.181,-3.3325,4.303,143.07,11,2.42,False,True,5,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
312-I3,224,oNitroAminoNaph,NC1=C([N+](=O)[O-])C=CC2=C1C=CC=C2,-6.138,-2.592,-4.365,3.546,188.06,14,2.33,False,True,6,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True,False,True,False
312-I4,225,pNitroAminoNaph,NC1=CC=C([N+](=O)[O-])C2=C1C=CC=C2,-6.203,-2.524,-4.3635,3.6790000000000003,188.06,14,2.33,False,True,6,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True,False,True,False
312-I5,226,oCyanoAminoNaph,N#CC1=C(N)C2=C(C=CC=C2)C=C1,-6.027,-1.887,-3.957,4.140000000000001,168.07,13,2.29,False,True,6,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True
312-I6,227,pCyanoAminoNaph,N#CC1=CC=C(N)C2=C1C=CC=C2,-6.009,-1.93,-3.9695,4.079000000000001,168.07,13,2.29,False,True,6,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True
312-I7,228,oNitroHydroxyNaph,O=[N+]([O-])C1=C(O)C2=C(C=CC=C2)C=C1,-6.537,-3.004,-4.7705,3.533,189.04,14,2.45,False,True,6,False,False,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False
312-I8,229,pNitroHydroxyNaph,O=[N+]([O-])C1=CC=C(O)C2=C1C=CC=C2,-6.529,-2.724,-4.6265,3.8049999999999997,189.04,14,2.45,False,True,6,False,False,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False
312-I9,230,oCyanoHydroxyNaph,N#CC1=C(O)C2=C(C=CC=C2)C=C1,-6.376,-2.017,-4.1965,4.359,169.05,13,2.42,False,True,6,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True
312-J0,231,pCyanoHydroxyNaph,N#CC1=CC=C(O)C2=C1C=CC=C2,-6.331,-2.027,-4.179,4.304,169.05,13,2.42,False,True,6,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True
312-J2,232,Q_C_H2,O=C1C=CC(=O)CC1,-7.45,-3.047,-5.2485,4.4030000000000005,110.04,8,0.47,False,False,3,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-J3,233,pDiNH,N=C1C=CC(=N)C=C1,-7.251,-2.949,-5.1,4.3020000000000005,106.05,8,1.15,False,False,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
312-J4,234,Q_C_H4,O=C1CCC(=O)CC1,-7.221,-1.408,-4.3145,5.813000000000001,112.05,8,0.7,False,False,2,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
312B-01,235,C=CC#N,C=CC#N,-8.199,-1.991,-5.095,6.208,53.03,4,0.7,False,False,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
312B-02,236,C=C(C#N)C#N,C=C(C#N)C#N,-8.773,-3.22,-5.9965,5.552999999999999,78.02,6,0.59,False,False,3,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
312B-03,237,Dicyanoethylene,N#C/C=C/C#N,-8.669,-3.434,-6.051500000000001,5.235,78.02,6,0.59,False,False,3,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
312B-04,238,CyanoStyrene,C=C(C#N)C1=CC=CC=C1,-6.979,-2.241,-4.61,4.7379999999999995,129.06,10,2.22,False,True,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
312B-06,239,CyanopDiCH2,N#C/C=C/C1=CC=CC=C1,-6.913,-2.421,-4.667,4.492000000000001,129.06,10,2.22,False,True,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
312B-07,240,DiCyanopDiCH2,C=C1C=CC(=C(C#N)C#N)C=C1,-6.801,-3.748,-5.2745,3.053,154.05,12,0.29,False,True,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
312B-08,241,DiCyanopDiCH2,N#CC=C1C=CC(=CC#N)C=C1,-6.804,-3.807,-5.3055,2.9970000000000003,154.05,12,0.29,False,True,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
312C-01,242,Acrolein,C=CC=O,-7.364,-2.194,-4.779,5.17,56.03,4,0.37,False,False,2,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312C-02,243,Vinylacrolein,C=CC(=O)C=C,-6.78,-1.719,-4.2495,5.061,82.04,6,0.93,False,False,3,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312C-04,244,O=C1CC=CC=C1,O=C1C=CC=CC1,-6.431,-2.531,-4.481,3.9,94.04,7,1.07,False,False,3,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312C-05,245,O=C1OC=CC=C1,O=C1C=CC=CO1,-6.753,-2.454,-4.6035,4.2989999999999995,96.02,7,0.64,False,True,3,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
312M-01,246,LiH,[LiH],-5.326,-1.328,-3.327,3.9979999999999993,8.02,1,-0.65,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-02,247,LiCl,[Li]Cl,-6.785,-1.729,-4.257,5.056,41.98,2,0.31,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-02B,248,Li2,[Li][Li],-3.65,-1.407,-2.5285,2.243,14.03,2,-0.76,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-03,249,BeCl2,Cl[Be]Cl,-9.237,-0.751,-4.994,8.486,78.95,3,1.0,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-03B,250,BeH2,[BeH2],-8.649,-0.986,-4.8175,7.662999999999999,11.03,1,-0.92,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-04,251,BeHCl,[BeH]Cl,-9.401,-0.694,-5.047499999999999,8.707,44.99,2,0.04,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-05,252,Be,[Be],-6.316,-1.341,-3.8285,4.975,9.01,1,-0.38,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-06,253,BH3,B,-9.733,-2.225,-5.979,7.508000000000001,14.03,1,-1.18,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-07,254,B2H6,B.B,-9.097,-1.183,-5.14,7.914,28.07,2,-2.37,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-08,255,BF3,FB(F)F,-11.904,0.025,-5.9395,11.929,68.0,4,0.88,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-09,256,H3BO3,OB(O)O,-9.052,0.134,-4.459,9.186,62.02,4,-2.05,True,False,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-10,257,Na2,[Na][Na],-3.564,-1.502,-2.533,2.0620000000000003,45.98,2,-0.76,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-11,258,NaH,[NaH],-5.076,-1.58,-3.328,3.4959999999999996,24.0,1,-0.65,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-12,259,NaCl,[Na]Cl,-6.213,-2.031,-4.122,4.182,57.96,2,0.31,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-13,260,Mg,[Mg],-5.293,-0.764,-3.0285,4.529,23.99,1,-0.38,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-14,261,MgH2,[MgH2],-7.052,-0.763,-3.9074999999999998,6.289,26.0,1,-0.92,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-15,262,MgHCl,[MgH]Cl,-8.124,-1.302,-4.713,6.822000000000001,59.96,2,0.04,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-16,263,MgCl2,Cl[Mg]Cl,-8.705,-2.169,-5.437,6.536,93.92,3,1.0,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-17,264,MeMgCl,C[Mg]Cl,-7.421,-1.393,-4.407,6.0280000000000005,73.98,3,0.89,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-18,265,Al2,[Al][Al],-3.874,-3.14,-3.507,0.734,53.96,2,-0.76,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-18,266,AlH3,[AlH3],-8.391,-1.983,-5.187,6.4079999999999995,30.01,1,-1.18,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-19,267,AlCl3,Cl[Al](Cl)Cl,-9.078,-1.642,-5.359999999999999,7.436,131.89,4,1.69,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-20,268,Al2Cl6,Cl[Al]1(Cl)<-Cl[Al](Cl)(Cl)<-Cl1,-9.148,-1.302,-5.225,7.846,263.78,8,3.38,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-21,269,SiH4,[SiH4],-9.657,0.84,-4.4085,10.497,32.01,1,-1.45,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-22,270,SiF4,F[Si](F)(F)F,-12.443,-0.093,-6.268,12.35,103.97,5,1.3,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-23,271,SiCl4,Cl[Si](Cl)(Cl)Cl,-9.333,-2.817,-6.075,6.516,167.85,5,2.38,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-24,272,Si2Me4,C[Si](C)=[Si](C)C,-4.845,-1.245,-3.045,3.5999999999999996,116.05,6,1.57,False,False,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-25,273,C2Me4,CC(C)=C(C)C,-5.811,0.392,-2.7095,6.203,84.09,6,2.36,False,False,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-26,274,TiH4,[TiH4],-8.746,-2.403,-5.5745000000000005,6.343,51.98,1,-1.07,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-27,275,TiF4,F[Ti](F)(F)F,-12.076,-5.404,-8.74,6.672000000000001,123.94,5,1.68,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-28,276,TiCl4,Cl[Ti](Cl)(Cl)Cl,-9.375,-4.882,-7.1285,4.493,187.82,5,2.76,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312M-29,277,Ti2Me4,C[Ti](C)[Ti](C)C,-4.278,-2.343,-3.3104999999999998,1.9349999999999996,155.99,6,2.33,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312R-01,278,H2,[HH],-11.815,1.576,-5.1194999999999995,13.391,2.02,1,0.25,True,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312R-02,279,NaBH4,[BH4-].[Na+],-7.343,-1.842,-4.5925,5.5009999999999994,38.03,2,-4.45,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312R-06,280,iPrOH,CC(C)O,-7.538,0.575,-3.4815,8.113,60.06,4,0.39,True,False,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
312R-09,281,N2H4,NN,-6.975,0.556,-3.2095,7.531,32.04,2,-1.18,True,False,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
312R-10,282,SiHMe3,C[SiH](C)C,-8.316,0.752,-3.7820000000000005,9.068000000000001,74.06,4,1.1,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312R-11,283,SiHMe2Ph,C[SiH](C)C1=CC=CC=C1,-6.964,-0.713,-3.8385000000000002,6.251,136.07,9,1.38,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312R-12,284,H2S,S,-7.224,0.259,-3.4825,7.4830000000000005,33.99,1,0.11,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-01,285,CH4,C,-10.746,1.288,-4.729,12.034,16.03,1,0.64,True,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-01,286,S=C1SC=CS1,S=C1SC=CS1,-6.217,-2.143,-4.18,4.074,133.93,6,2.54,False,True,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-02,287,C4H10,CCCC,-8.833,0.926,-3.9535,9.759,58.08,4,1.81,True,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-02,288,S=C(c1ccccc1)c2ccccc2,S=C(C1=CC=CC=C1)C1=CC=CC=C1,-5.949,-2.753,-4.351,3.1959999999999997,198.05,14,3.45,False,True,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-03,289,iC4H10,CC(C)C,-8.818,0.803,-4.007499999999999,9.621,58.08,4,1.66,True,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-03,290,Tetrathiafulvalene,C1=CSC(=C2SC=CS2)S1,-4.685,-1.193,-2.939,3.4919999999999995,203.92,10,4.02,False,False,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-04,291,MetBu,CC(C)(C)C,-8.779,0.636,-4.0715,9.415,72.09,5,2.05,True,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-04,292,S=C1SSC=C1,S=C1C=CSS1,-6.281,-2.659,-4.47,3.622,133.93,6,2.54,False,True,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-05,293,C1=NSN=C1,C1=NSN=C1,-7.723,-1.981,-4.852,5.742,85.99,5,0.54,False,True,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
312S-05,294,cC3H6,C1CC1,-8.127,1.353,-3.3870000000000005,9.48,42.05,3,1.17,True,False,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-06,295,C1=NN=CS1,C1=NN=CS1,-7.724,-1.57,-4.647,6.154,85.99,5,0.54,False,True,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
312S-06,296,cC4H8,C1CCC1,-8.343,1.033,-3.6550000000000002,9.376,56.06,4,1.56,True,False,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-07,297,cC6H12,C1CCCCC1,-8.122,0.863,-3.6295,8.985,84.09,6,2.34,True,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-07,298,PhCSSMe,CSC(=S)C1=CC=CC=C1,-6.133,-2.587,-4.36,3.546,168.01,10,2.73,False,True,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-08,299,C12=NSN=C1C=CC=C2,C1=CC2=NSN=C2C=C1,-6.897,-2.67,-4.7835,4.227,136.01,9,1.69,False,True,4,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
312S-08,300,CH3F,CF,-9.574,1.276,-4.149,10.85,34.02,2,0.59,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-09,301,CF4,FC(F)(F)F,-12.313,2.174,-5.069500000000001,14.487,87.99,5,1.48,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-10,302,CH3Cl,CCl,-8.171,0.306,-3.9324999999999997,8.476999999999999,49.99,2,0.85,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-11,303,CCl4,ClC(Cl)(Cl)Cl,-8.818,-2.039,-5.4285,6.779,151.88,5,2.55,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-12,304,MeOH,CO,-7.653,0.661,-3.4959999999999996,8.314,32.03,2,-0.39,True,False,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-13,305,CH2OH2,OCO,-7.698,0.428,-3.6350000000000002,8.126000000000001,48.02,3,-1.07,True,False,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-14,306,EtOH,CCO,-7.563,0.688,-3.4375,8.251,46.04,3,-0.0,True,False,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-15,307,Glycol,OCCO,-7.489,0.376,-3.5564999999999998,7.865,62.04,4,-1.03,True,False,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-16,308,BnOH,OCC1=CC=CC=C1,-6.71,-0.397,-3.5535,6.313,108.06,8,1.18,False,True,3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-18,309,tBuOH,CC(C)(C)O,-7.504,0.454,-3.525,7.957999999999999,74.07,5,0.78,True,False,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-19,310,C3H4,C=C=C,-7.49,0.011,-3.7395,7.501,40.03,3,0.96,False,False,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-20,311,CH2CO,C=C=O,-6.938,-1.34,-4.139,5.598,42.01,3,0.0,False,False,2,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
312S-21,312,CO,[C-]#[O+],-10.527,-1.128,-5.8275,9.399,27.99,2,-0.04,False,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-22,313,CO2,O=C=O,-10.411,0.305,-5.053,10.716,43.99,3,-0.58,False,False,2,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
312S-23,314,C2O2,O=C=C=O,-6.355,-4.876,-5.615500000000001,1.479,55.99,4,-0.79,False,False,3,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
312S-24,315,CH2CCO,C=C=C=O,-6.57,-3.117,-4.843500000000001,3.4530000000000003,54.01,4,0.16,False,False,3,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
312S-25,316,C3O2,O=C=C=C=O,-8.243,-2.172,-5.2075000000000005,6.071,67.99,5,-0.64,False,False,4,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
312S-26,317,Et2O,CCOCC,-7.101,0.953,-3.074,8.054,74.07,5,1.04,True,False,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-27,318,THF,C1CCOC1,-6.808,0.833,-2.9875,7.641,72.06,5,0.8,True,False,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-30,319,CH2O,C=O,-7.628,-1.654,-4.641,5.974,30.01,2,-0.18,False,False,1,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
312S-31,320,MeCHO,CC=O,-7.295,-1.228,-4.2615,6.067,44.03,3,0.21,False,False,1,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
312S-32,321,Me2CO,CC(C)=O,-7.01,-0.697,-3.8535,6.313,58.04,4,0.6,False,False,1,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
312S-33,322,HCOOH,O=CO,-8.333,-0.555,-4.444,7.7780000000000005,46.01,3,-0.3,False,False,1,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
312S-34,323,MeCOOH,CC(=O)O,-7.906,-0.177,-4.0415,7.729,60.02,4,0.09,False,False,1,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
312S-35,324,MeCOOMe,COC(C)=O,-7.726,-0.009,-3.8675,7.717,74.04,5,0.18,False,False,1,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
312S-36,325,MeCOCl,CC(=O)Cl,-8.378,-1.406,-4.892,6.972,77.99,4,0.77,False,False,1,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
312S-37,326,Ac2O,CC(=O)OC(C)=O,-7.524,-1.121,-4.3225,6.4030000000000005,102.03,7,0.1,False,False,2,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
312S-38,327,AcNH2,CC(N)=O,-7.086,0.372,-3.357,7.458,59.04,4,-0.51,False,False,1,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False
312S-39,328,AcNMe2,CC(=O)N(C)C,-6.706,0.498,-3.104,7.204000000000001,87.07,6,0.09,False,False,1,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False
312S-40,329,H2O,O,-8.606,0.337,-4.1345,8.943,18.01,1,-0.82,True,False,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-41,330,H2O2,OO,-7.868,-0.104,-3.986,7.764,34.01,2,0.02,True,False,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-42,331,O2,O=O,-8.725,-3.431,-6.077999999999999,5.294,31.99,2,0.07,False,False,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
312S-42B,332,O3,O=[O+][O-],-9.52,-5.405,-7.4625,4.114999999999999,47.98,3,-1.12,False,False,1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
312S-43,333,N2,N#N,-11.915,-1.005,-6.459999999999999,10.91,28.01,2,0.03,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
312S-44,334,N2H2_C,N=N,-7.016,-1.942,-4.479,5.074,30.02,2,0.6,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
312S-46,335,NH3,N,-7.404,0.598,-3.403,8.002,17.03,1,0.16,True,False,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
312S-47,336,MeNH2,CN,-6.641,0.761,-2.94,7.402,31.04,2,-0.43,True,False,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
312S-48,337,Me2NH,CNC,-6.213,0.847,-2.683,7.0600000000000005,45.06,3,-0.16,True,False,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
312S-49,338,Me3N,CN(C)C,-5.971,0.833,-2.569,6.804,59.07,4,0.18,True,False,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
312S-50,339,NH2OH,NO,-7.373,0.737,-3.318,8.11,33.02,2,-0.67,True,False,0,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False
312S-51,340,HNO,N=O,-6.975,-3.256,-5.1155,3.719,31.01,2,0.33,False,False,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False
312S-52,341,HNO2,O=NO,-8.05,-2.706,-5.378,5.344000000000001,47.0,3,0.14,False,False,1,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False
312S-53,342,HNO3,O=[N+]([O-])O,-9.298,-2.506,-5.902,6.792,63.0,4,-0.35,False,False,1,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False
312S-54,343,NO2,O=[N+][O-],-8.196,-4.331,-6.2635000000000005,3.8649999999999993,45.99,3,-0.41,False,False,1,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False
312S-55,344,N2O4,O=[N+]([O-])[N+](=O)[O-],-8.882,-3.71,-6.295999999999999,5.172,91.99,6,-0.55,False,False,2,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False
312S-56,345,NO,[N]=O,-6.206,-2.771,-4.4885,3.4350000000000005,30.0,2,-0.45,False,False,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
312S-57,346,N2O2,O=NN=O,-6.063,-3.752,-4.9075,2.311,60.0,4,0.43,False,False,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False
312S-58,347,N2O,[N-]=[N+]=O,-9.58,-0.829,-5.2045,8.751,44.0,3,-0.16,False,False,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
312S-59,348,MeNO2,C[N+](=O)[O-],-8.451,-2.345,-5.398000000000001,6.106,61.02,4,-0.11,False,False,1,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False
312S-60,349,MeONO,CON=O,-7.76,-2.546,-5.153,5.214,61.02,4,0.31,False,False,1,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False
312S-61,350,MeONO2,CO[N+](=O)[O-],-8.964,-2.179,-5.5715,6.785,77.01,5,-0.18,False,False,1,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False
312S-62,351,MeNO,CN=O,-6.551,-2.677,-4.614,3.874,45.02,3,0.38,False,False,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False
312S-63,352,CH2N2,C=[N+]=[N-],-6.344,-1.62,-3.982,4.724,42.02,3,-0.08,False,False,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
312S-64,353,MeN3,CN=[N+]=[N-],-7.177,-1.072,-4.124499999999999,6.1049999999999995,57.03,4,0.93,False,False,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
